Topic,Count,Name,Representation,Representative_Docs
319,10,319_tiefbahnhof_züge_schienennetz_2009,"['tiefbahnhof', 'züge', 'schienennetz', '2009', 'euro', 'generalsanierungen', 'pünktlichkeitsquote', 'hochleistungskorridors', 'korridorsanierungen', 'lärmsanierung']","[' Wir haben derzeit ja um die 150 verschiedenen Fördertöpfe bei der Bahn, sei es Bahnhöfe, Lärmsanierung, Elektrifizierung, Streckenweichen, Digitalisierung. Und das zusammenzufügen und jetzt auch das Thema Instandhaltung und Barrierearmut aus dem Bundeshaushalt zu finanzieren, das ist ein Riesenschritt.', ' Der geschätzte Bedarf für Instandhaltung und Erneuerung bis 2030 beträgt laut Studie bei der kommunalen Straßeninfrastruktur rund 283 Mrd. Euro. Bei der Infrastruktur des öffentlichen Personennahverkehrs etwa 64 Mrd. Euro. Für die Erweiterung der Verkehrswege wegen wachsender Städte oder Regionen etwa werden wohl noch mal rund 25 Mrd. Euro benötigt. Macht insgesamt rund 372 Mrd. Euro. Man fahre schon seit Jahren auf Verschleiß, sagen die Kommunen. Städte und Gemeinden könnten diese Summen allein nicht stemmen.', ' Von oben betrachtet tut sich was bei Stuttgart 21. Der künftige Tiefbahnhof nimmt langsam Formen an. 2025 sollen hier die ersten Züge rollen. Doch in Sachen Finanzierung herrscht Stillstand. Seit Jahren können sich die Bahn und ihre Projektpartner nicht einigen, wer die Mehrkosten des neuen Bahnknotens tragen soll. Ursprünglich wurde mit Gesamtkosten von 2,5 Mrd. Euro gerechnet. 2009 dann bei Vertragsunterzeichnung mit 4,5. Mittlerweile sind die Kosten für den Tiefbahnhof und seine Anbindung auf rund 9,8 Mrd. angestiegen. Ob es dabei bleibt? Völlig offen. Doch mehr als die im Jahr 2009 vereinbarten Anteile wollen die Projektpartner der Bahn, darunter die Stadt Stuttgart und das Land Baden-Württemberg, nicht bezahlen.']"
320,10,320_geldwäsche_finanzkriminalität_bundesbehörde_koordiniert,"['geldwäsche', 'finanzkriminalität', 'bundesbehörde', 'koordiniert', 'illegalen', 'infizierte', 'sonderkündigungsrecht', 'bundesfinanzkriminalbehörde', 'datenspeicherung', 'bankzahlungen']","[' Bei der Bekämpfung von Geldwäsche steht die Spezialeinheit des Zolls vor Problemen. Tausende unbearbeitete Verdachtsfälle haben sich angestaut. Der bisherige Leiter der Financial Intelligence Unit ist zurückgetreten. Bundesfinanzminister Lindner räumte Defizite ein. Er setzt auf eine neue, übergeordnete Behörde gegen Finanzkriminalität. Politikern von CDU, CSU und aus der Koalition reichen die Pläne nicht. Lindner müsse zügig dafür sorgen, dass die Anti-Geldwäsche-Einheit grundlegend reformiert werde.', ' Bundesfinanzminister Lindner will Deutschland für den Kampf gegen Geldwäsche und Finanzkriminalität neu aufstellen. Geplant ist, dass eine neue Bundesbehörde die bisher stark zersplitterten Kompetenzen unter einem Dach zusammenführt. Dort soll auch eigenständig in großen Fällen ermittelt werden, so ein Ministeriumspapier. Deutschland wird erheblicher Nachholbedarf beim Kampf gegen Geldwäsche bescheinigt. Geschätzt 100 Milliarden Euro aus Straftaten und illegalen Geschäften werden hier jedes Jahr zurück in die legalen Finanzmärkte geschleust. Nach monatelangen Verhandlungen und mehreren Warnstreiks gibt es einen Tarifabschluss für die 12.000 norddeutschen Hafenarbeiter. Nach Angaben der Gewerkschaft Verdi bekommen die Beschäftigten in Vollcontainerbetrieben rückwirkend zum 1. Juli 9,4 Prozent mehr Geld. Für konventionelle Betriebe wurde ein Plus von 7,9 Prozent vereinbart. Im kommenden Juni steigen die Löhne für alle noch einmal um 4,4 Prozent. Der Vertrag hat eine Laufzeit von zwei Jahren, enthält aber ein Sonderkündigungsrecht für den Fall einer weiterhin hohen Inflation. Verbraucherschützer haben den Vorstoß des Landes Niedersachsen begrüßt, das Vorkasseprinzip bei Flugreisen abzuschaffen. Anlass sind Verzögerungen und Flugausfälle an mehreren deutschen Flughäfen in diesem Sommer. Bisher müssen sich Passagiere selbst bei der jeweiligen Airline um Entschädigung oder Rückerstattung bemühen, falls ihr Flug verschoben oder gestrichen wurde.', ' Bundesinnenministerin Faeser will härter gegen organisierte Kriminalität vorgehen. Bei der Herbsttagung des Bundeskriminalamts in Wiesbaden kündigte sie unter anderem ein bundesweites Register von Gebäuden und Wohnungen an. Denn in Immobilien fließe viel Geld aus illegalen Geschäften. Außerdem sprach sich Faeser für eine Obergrenze von 10.000 Euro bei Bargeldzahlungen aus. Die Bundesinnenministerin erneuerte auch ihre Forderung nach einer anlasslosen Datenspeicherung von Internetnutzern. Vor 31 Jahren wurde ein junger Mann aus Ghana beim Brandanschlag auf ein Asylbewerberheim im Saarland getötet. Heute begann in Koblenz der Prozess gegen einen 51 Jahre alten Mann. Er soll das Feuer damals aus rassistischen Gründen gelegt haben. Die Anklage lautet auf Mord und versuchten Mord in 20 Fällen. Die Bundesanwaltschaft hatte den Fall 2020 neu geprüft, lange nachdem die saarländische Justiz ihre Ermittlungen eingestellt hatte. Untertitelung des ZDF, 2020 In Bayern und Baden-Württemberg müssen sich Corona-Infizierte seit heute nicht mehr isolieren. Die beiden Länder schaffen die entsprechende Regelung ab. Stattdessen gelten nun Schutzmaßnahmen. Außerhalb der eigenen Wohnräume müssen Infizierte 5 Tage lang eine Maske tragen. Im Freien kann sie abgenommen werden. Außerdem dürfen positiv Getestete keine medizinischen oder pflegerischen Einrichtungen betreten. In Schleswig-Holstein fällt die Isolationspflicht ab morgen weg. Zum heutigen Buß- und Bettag hat Bayerns evangelischer Landesbischof Bedford Strom Klimaaktivisten verteidigt. In seiner Predigt in München sagte er, die jungen Menschen handelten aus Verantwortung gegenüber den künftigen Generationen. Allerdings seien die Mittel, mit denen die Aktivistengruppe Letzte Generation arbeite, die falschen. Der Buß- und Bettag ist nur noch in Sachsen gesetzlicher Feiertag. Mit viel Mühe hat die deutsche Nationalmannschaft ihr letztes Testspiel vor der WM gewonnen. Das Team von Bundestrainer Flick gewann im Oman mit 1 zu 0. Deutschland startet am 23. November gegen Japan in die Gruppenphase.']"
321,10,321_glyphosat_insekten_erdbeerproduktion_honigbienenvölker,"['glyphosat', 'insekten', 'erdbeerproduktion', 'honigbienenvölker', 'pufferstreifen', 'biokraftstoffe', 'biodiversitätsschutz', 'naturverträglicher', 'artenhilfsprogramme', 'mandelblütenbestäubung']","[' Was hier aus den Düsen kommt, ist höchst umstritten. Die EU-Kommission sagt, 10 weitere Jahre Glyphosat-Nutzung wären okay, wenn auch mit Einschränkungen. Sollen Landwirte verhindern, dass der Wirkstoff vom Wind weitergetragen wird? Auch sollen sie einen Pufferstreifen am Feldrand einhalten. Hersteller Bayer begrüßt die Empfehlung. Gefahren von Glyphosat weist das Unternehmen zurück.', ' Es sind Wildbienen wie diese, um die sich Forscher sorgen. Weil ihr Rückgang die Artenvielfalt gefährdet, aber auch, weil ein Mangel an Bestäubern wie Bienen, Hummeln oder Schmetterlingen Auswirkungen auf die Nahrungsmittelproduktion haben kann. Obst, Gemüse oder andere Agrarerzeugnisse im Wert von 15 Milliarden Euro jährlich sind in der EU davon abhängig, dass Pflanzen bestäubt werden. Nur so können Nahrungsmittel, aber auch Medikamente oder Biokraftstoffe hergestellt werden. Was passiert, wenn die Bestäuber fehlen, kann man beispielsweise in Kalifornien sehen. Dort werden jedes Jahr Millionen Honigbienenvölker zur Mandelblütenbestäubung extra auf die Plantagen gebracht. Und das kostet.', 'Glyphosat tötet alle Pflanzen ab, auf und neben dem Acker. Dadurch finden Insekten auch keine Nahrung mehr. Weniger Insekten heißt auch weniger Vögel und weniger Fische, alle die Tierarten, die von Insekten leben. Dadurch trägt Glyphosat zum Artensterben bei.']"
322,10,322_windehausen_heringen_nordthüringen_überflutungen,"['windehausen', 'heringen', 'nordthüringen', 'überflutungen', 'feuerwehren', 'stabilisiert', 'rheinland', 'harz', 'wente', 'elbgebiet']","['Zum Tod von Wolfgang Schäuble sendet das Erste einen ausführlichen Nachruf um 23.45 Uhr direkt nach den Tagesthemen. Abrufbau auch schon jetzt in der ARD-Mediathek. Auch nach den Weihnachtsfeiertagen kämpfen die Menschen in mehreren Regionen Deutschlands weiter gegen die Wassermassen. Manche Stauseen sind nach den anhaltenden Regenfällen vollgelaufen, viele Deiche sind aufgeweicht oder sogar gebrochen. Hochwasseralarm gilt im Moment vor allem im sächsischen Elbgebiet, in Sachsen-Anhalt und Niedersachsen. Besonders angespannt ist die Lage etwa in Saarstedt südöstlich von Hannover. Dort mündet der Fluss Innerste in die Leine.', ' Hier ist das Erste Deutsche Fernsehen mit der Tagesschau. Heute im Studio Judith Rakers. Guten Abend, meine Damen und Herren, ich begrüße Sie zur Tagesschau. Nach anhaltendem Regen bleibt in vielen Gegenden Deutschlands die Hochwasserlage angespannt. Schwierig ist die Situation vor allem in Niedersachsen sowie in einigen Orten Sachsen-Anhalts. Feuerwehren sind im Dauereinsatz und sichern Dämme und Deiche. Talsperren im Harz liefen komplett voll. In Windehausen, einem Ortsteil von Heringen in Nordthüringen, hat sich die Lage inzwischen stabilisiert. Gestern waren die etwa 500 Einwohner dazu aufgerufen worden, ihre Häuser wegen Überflutungen zu verlassen.', ' Hier ist das Erste Deutsche Fernsehen mit der Tagesschau. Heute im Studio Judith Rakers. Guten Abend, meine Damen und Herren, ich begrüße Sie zur Tagesschau. Nach anhaltendem Regen herrscht in vielen Gegenden Deutschlands weiter eine angespannte Hochwasserlage. Schwierig ist die Situation vor allem in Niedersachsen. Feuerwehren sind im Dauereinsatz und sichern Dämme und Deiche. Talsperren im Harz liefen komplett voll. In Windehausen, einem Ortsteil von Heringen in Nordthüringen, hat sich die Lage inzwischen stabilisiert. Gestern waren die etwa 500 Einwohner dazu aufgerufen worden, ihre Häuser wegen Überflutungen zu verlassen.']"
323,10,323_außenpolitik_rettungsschirms_entwicklungs_chilenische,"['außenpolitik', 'rettungsschirms', 'entwicklungs', 'chilenische', 'energiebereich', 'dignidad', 'bundesverkehrsministerium', 'verlässlicher', 'sicherheitspolitischen', 'kooperieren']","['Die malische Regierung muss natürlich wissen, das eine ist zu sagen, bleibt bitte hier, weil an uns hängt sehr viel. Das andere ist aber, dass natürlich auch Bedingungen daran geknüpft sind, denn es ist nicht nur eine militärische Frage. Wir zahlen hier sehr viel Entwicklungs- Und ich glaube, da wäre ein guter Punkt anzusetzen.', ' Die Länder haben ja während des Corona-Rettungsschirms schon gezeigt, dass wir konstruktiv sind und uns finanziell auch an solchen Aktionen beteiligen. Deswegen lehnen wir das prinzipiell nicht ab. Aber es hängt natürlich auch immer von der Höhe ab. Und deswegen warten wir jetzt auf Vorschläge vom Bundesverkehrsministerium.', 'Der Kanzler betont, dass wir im Hinblick auf die frühere Colonia Dignidad und die Vorstellung, die dort entstehen zum Änderungsort und Dokumentationszentrum, die chilenische Regierung sehr unterstützen.']"
324,10,324_verkehrsminister_fdp_beschleunigen_vorrangplanungen,"['verkehrsminister', 'fdp', 'beschleunigen', 'vorrangplanungen', 'bahntarifkonflikten', 'gesetzespläne', 'autobahnbau', 'koalitionsvertrag', 'grüne', 'genehmigungszeit']","[' Bedenken, die auch Nordrhein-Westfalens grüner Verkehrsminister Krischer teilt. Er müsste dem Ausbau der A3 zustimmen, so wie allen insgesamt 53 Vorrangplanungen des Bundesverkehrsministeriums in NRW. Heute läuft die Frist dazu ab, aber Krischer will mehr Zeit. Und er will, dass der Bund die Sanierung maroder Autobahnbrücken vorantreibt.', ' In der Bundesregierung wird weiter über Ausbau und Sanierung der Verkehrsinfrastruktur gestritten. SPD, Grüne und FDP hatten im Koalitionsvertrag vereinbart, die Planungs- und Genehmigungszeit wichtiger Projekte stark zu verkürzen. Die Grünen wollen so vor allem den Bau neuer Bahnstrecken vereinfachen. Das FDP-geführte Verkehrsministerium dagegen will auch den Ausbau von Straßen beschleunigen.', ' Der Bahnbeauftragte der Bundesregierung warnt vor den Folgen des GDL-Streiks für die Verkehrswende. Die klimafreundliche Schiene büße an Attraktivität ein, sagte Theurer dem Redaktionsnetzwerk Deutschland. Thüringens Ministerpräsident Ramelow, der schon zweimal in Bahntarifkonflikten vermittelt hat, unterstützt dagegen den Kurs der Gewerkschaft. Es gebe kein schlichtungsfähiges Angebot der Bahn. Das Unternehmen wolle die GDL offenbar mit juristischen Mitteln so wörtlich kaputt machen. Bei einem weiteren Angriff im Gaza-Streifen soll Israel 20 Palästinenser getötet haben. Das meldet die palästinensische Gesundheitsbehörde, die der Terrorgruppe Hamas untersteht. Beschossen wurden demnach Krankenhäuser in Khan Yunis. In diese Stadt, dem Süden des Gaza-Streifens, waren viele Menschen aus dem Norden geflüchtet. Nun ziehen viele noch weiter in Richtung Süden nach Rafah an der Grenze zu Ägypten.']"
325,10,325_prozessionen_fronleichnam_karfreitag_monstranz,"['prozessionen', 'fronleichnam', 'karfreitag', 'monstranz', 'kirchentag', 'altstadt', 'bundesländern', 'tradition', 'host', 'luftqualität']","[' Katholiken in Deutschland und in der ganzen Welt haben heute ihrer Heiligen gedacht, die keinen eigenen Gedenktag haben. An Allerheiligen gehen viele Gläubige auf den Friedhof, so wie hier in München, und pflegen Gräber. Heute ist in fünf Bundesländern ein gesetzlicher Feiertag. Eigentlicher Totengedenktag ist der 2. November, das Fest aller Seelen. Abschied von Mäflüde Gensch in Solingen. Fast 1000 Menschen kamen zur Trauerzeremonie dorthin, wo ihr Haus stand, das Rechtsextremisten 1993 in Brand setzten. Sie verlor damals fünf Familienangehörige. Nordrhein-Westfalens Ministerpräsident Wüst sagte, Gensch habe etwas Unvorstellbares geschafft, indem sie trotz ihres Verlustes die Hand zur Versöhnung gereicht habe. Gensch war am Wochenende mit 79 Jahren gestorben. Sie wird in der Türkei beigesetzt. Und nun die Wettervorhersage für morgen, Mittwoch, den 2. November.', ' Mit festlichen Prozessionen und Gottesdiensten unter freiem Himmel haben Katholiken in Deutschland Fronleichnam gefeiert. Erstmals seit 3 Jahren weitgehend ohne Corona-Beschränkungen. An Fronleichnam wird an die Gegenwart Christi im Sakrament der Eucharistie erinnert. Als sichtbares Zeichen trägt der Priester eine Monstranz mit der geweihten Host hier durch die Straßen. Auf dem Staffelsee in Oberbayern fand gemäß einer jahrhundertealten Tradition eine Prozession mit Boten statt. In mehreren Bundesländern ist Fronleichnam ein gesetzlicher Feiertag. Nun die Wettervorhersage für morgen, Freitag, den 17. Juni.', ' Katholiken in Deutschland haben heute frohen Leichnam gefeiert. In Köln gab es eine Prozession auf einem Schiff. Bei der Mühlheimer Gottestracht wird geweihtes Brot als Symbol für die Gegenwart Christi in einer Monstranz über den Rhein gefahren. Auf dem Staffelsee in Bayern fand die traditionelle Seeprozession statt. In den katholisch geprägten Bundesländern ist heute Feiertag. Die Skyline Manhattans, eingehüllt in dichten, orangefarbenen Rauch. Durch die Waldbrände in Kanada zieht giftiger Qualm nicht nur nach New York, sondern in viele Städte an der gesamten Ostküste der USA. Die Luftqualität hat sich bedenklich verschlechtert. In einigen Städten gilt die Warnstufe rot.']"
326,10,326_kutschaty_südschleswigscher_harms_lieblingskoalition,"['kutschaty', 'südschleswigscher', 'harms', 'lieblingskoalition', 'oppositionsbank', '2017', 'wahlergebnis', 'grün', 'interpretieren', 'schönborn']","[' Ja, danke Jörg Schönborn und Sie sind hier alle am Tisch. Ich fange mit Hendrik Wüst von der CDU an. Sie sind seit einem guten halben Jahr Ministerpräsident in Nordrhein-Westfalen jetzt gewesen. Sie haben es geschafft, Ihr Wahlergebnis von 2017 um mehr als drei, fast drei Punkte zu verbessern. Gleichzeitig ist Ihr aktueller Koalitionspartner eingebrochen. Was überwiegt denn jetzt? Freude über die CDU oder Mitleid mit der FDP?', ' Herr Kutschaty, Sie waren angetreten, um stärkste Kraft in Nordrhein-Westfalen zu werden. Das ist nicht geglückt. Das ist das schlechteste Ergebnis einer NRW-SPD bis hierhin. Neun Punkte Rückstand zur CDU jetzt nach der letzten Hochrechnung. Werden Sie in Anbetracht dieses Ergebnisses überhaupt versuchen, mit Grünen und FDP möglicherweise über eine Ampel zu reden?', ' Frau Neubauer, Sie haben mit den Grünen Ihr Wahlergebnis von 2017 fast verdreifacht. Ohne Sie wird es voraussichtlich keine Regierung in Nordrhein-Westfalen geben. Was wäre denn Ihre Präferenz? Schwarz-Grün mit ihm hier oder möglicherweise eine Ampelregierung mit Herrn Kutschaty und Herrn Stamm?']"
327,10,327_wolfsburg_arsenal_tommy_janssen,"['wolfsburg', 'arsenal', 'tommy', 'janssen', 'ball', 'lenz', 'hinteregger', 'max', 'damjanovic', 'willi']","['Das Team von Trainer Tommy Stroth hat im Champions-League-Halbfinal-Hinspiel der Frauen den besseren Start. Der VfL Wolfsburg in Grün mit dem langen Ball auf Jonsdottir. Die legt auf für Eva Pajor. 1 zu 0, 19. Minute, die Führung. Nur 5 Minuten später. Arsenal ist um Ruhe bemüht. Und dann das. Raffaele mit einem Komplett-Aussetzer. Jons Dortier nimmt das Geschenk gerne an. 2 zu 0. Kurz vor der Pause. Die Gäste haben sich von dem Schock etwas erholt. Und Raffaele macht ihren Fehler wieder gut. 2 zu 1. Die verletzte VfL-Torjägerin Alexandra Popp sieht dann auch noch nach 69 Minuten den Ausgleich. Felowa und Blaxtenius 2 zu 2. Wolfsburg liegt am Ende vor über 20.000 Zuschauern zu Hause nur mit einem Unentschieden vor. Keine perfekte Ausgangslage, aber garantierte Spannung für das Rückspiel in London.', 'Spielminute. Jill Rohr bringt den VfL Wolfsburg in Führung. Die Bayern viel zu passiv bringen den Ball nicht aus der Zone, Rohr mit einem sehenswerten Schuss zum 1 zu 0. In der Folge bringt Janssen Damjanovic zu Fall Elfmeter die richtige Entscheidung, Damjanovic tritt selbst an und verwandelt sicher, der Ausgleich in der 52. Minute. In dieser Phase sind die Bayern besser, ein Fehler in der Münchner Defensive bringt aber die Wende und Wolfsburg wieder in Führung. Kumagai rutscht am Ball vorbei, Rohr steht genau richtig und staubt ab, 2 zu 1 für Wolfsburg. Die Bayern mühen sich weiter, Wolfsburg allerdings mit den besseren Spielzügen. Das folgerichtliche 3 zu 1, 10 Minuten vor Schluss. Da Bär-Wasmut mit dem Endstand dieser Partie der Wolfsburg alle Titel ermöglicht und den Bayern die letzte Titelchance raubt.', 'Vor fast 45.000 Fans ging der VfL Wolfsburg bereits in der vierten Minute in Führung. Nach dem Pass von Wilms Unsicherheit in Freiburgs Abwehr, Lisa Kahl traf ins eigene Tor. Der VfL von Tommi Stroth spielbestimmt. Nach starkem Zuspiel von Oberdorf scheiterte Rauch an Torhüterin Lambert. Kurz vor der Pause. Ecke Freiburg und der Ausgleich durch Janina Minge. Der Außenseiter Platz 6 in der Liga zurück im Spiel. Zweite Hälfte, erst traf Wolfsburgs Pajo den Pfosten und dann im zweiten Versuch Rebecca Blomquist das Tor. 2 zu 1, die Favoritinnen wieder vorn. Aber auch Freiburg gefährlich, Kaijici, Froms. SC-Trainerin Merck hoffte vergebens auf den Ausgleich. Stattdessen das 3 zu 1 durch Wolfsburgs Kapitänin Alexandra Popp. Und kurz vor Schluss erzielte Dominik Janssen per Handelfmeter das 4 zu 1. Für den VfL Wolfsburg der 10. Pokalsieg, für Pop gar der 12. Beides ist Rekord.']"
328,10,328_konsens_energiearmut_sachgerechtigkeit_wirtschaftsausschusses,"['konsens', 'energiearmut', 'sachgerechtigkeit', 'wirtschaftsausschusses', 'lösungsvorschläge', 'gesetzgebungsprozess', 'diskussionsbedarf', 'tarifpolitik', 'sozialpartner', 'knoten']","['Wir werden nächsten Mittwoch die Ausschusssitzung des Wirtschaftsausschusses haben und haben auch verlangt, dass Herr Greichen selbst kommt und auch Rede und Antwort steht. Und wir werden eine entsprechende Anfrage, eine sogenannte kleine Anfrage mit mehreren Fragekomplexen jetzt ans Ministerium reichen.', ' Nun, der Kanzler schwirrt das Land auf schwierige Zeiten ein, auf einen Herbst mit sozialen Spannungen und, wie er ja sagt, historischen Herausforderungen. Und in diesem Punkt zumindest waren sich auch alle Beteiligten heute einig. Ansonsten aber gehen die Lösungsvorschläge weit auseinander. Und weil Tarifpolitik nicht im Kanzleramt gemacht wird... Wie die Sozialpartner noch einmal klargestellt hatten, wird es der Kanzler auch nicht bei einer moderierenden Rolle bewenden lassen können. Das sagt auch die Opposition und fordert besser eingebunden zu werden. Denn es liegt in der Verantwortung der Regierung, die schlimmsten Härten abzufedern und konkrete Maßnahmen zu erlassen, um vor allem einkommensschwache Haushalte zielgenau vor den galoppierenden Energiepreisen zu schützen. Schon jetzt ist jeder vierte Haushalt von Energiearmut betroffen. Und wie groß die wirtschaftlichen und sozialen Probleme werden, hängt ganz entscheidend davon ab, ob Präsident Putin den Gashahn nach der Wartung der Pipeline, die in der kommenden Woche beginnt, wieder öffnet oder aber endgültig abdreht.', ' Auch bei diesem Treffen konnte der Knoten nicht durchschlagen werden. Es gibt kein Ergebnis mehr noch. Wir haben gehört, dass der Kanzler bislang nicht nur kein Machtwort gesprochen hat, sondern auch noch keinen eigenen Vorschlag unterbreitet haben soll, wie Grüne und FDP bei ihren völlig konträren Positionen zusammenfinden sollen. Dabei hatte Scholz selbst im Vorfeld die Erwartungen hochgeschraubt und eine ganz schnelle Lösung noch bis zur kommenden Woche angekündigt. Jetzt soll es morgen weitergehen. Und die Parteigremien von FDP, Grünen und SPD werden sich am Vormittag unangenehmen Fragen stellen müssen. Denn mitten in der schwersten Energie- und Wirtschaftskrise erscheint die Ampelkoalition zerstritten und nur bedingt handlungsfähig. Man kann also sagen, der AKW-Streit ist längst auch zur Regierungskrise geworden.']"
329,10,329_hamas_israel_palästinenser_armee,"['hamas', 'israel', 'palästinenser', 'armee', 'notstandsregierung', 'terrorangriff', 'begrüße', 'luftangriffen', '900', 'getötet']","[' Guten Abend meine Damen und Herren, ich begrüße Sie zur Tagesschau. Nach dem Großangriff der Terrororganisation Hamas auf Israel ist die Zahl der Toten im Land auf mindestens 900 gestiegen. Mehr als 100 Menschen sind immer noch in der Hand der Islamisten. Israel will den Gaza-Streifen nun komplett abriegeln und die Zufuhr von Strom, Lebensmitteln und Wasser stoppen. Zugleich griff die Armee weitere Ziele im Gazastreifen an. Dort gibt es nach palästinensischen Angaben bislang mehr als 500 Tote. In Israel wurden Einzelheiten über den Hamas-Überfall auf ein Musikfestival bekannt.', ' Heute im Studio Julia Nihari-Kazen. Guten Abend, meine Damen und Herren. Ich begrüße Sie zur Tagesschau. Die israelische Armee hat auch heute ihre Angriffe auf Einrichtungen der Terrororganisation Hamas im Gazastreifen fortgesetzt. Dabei wurden nach Darstellung der israelischen Armee Dutzende Terroristen getötet. In Jabalia im Norden des Gazastreifens wurde eine Schule getroffen. Nach Angaben des Palästinenser-Hilfswerks der Vereinten Nationen könnten dabei bis zu 20 Menschen getötet worden sein. Die israelische Armee erklärte, man habe die Schule nicht gezielt angegriffen. Die Zerstörung auf dem Gelände könne aber die Folge eines Angriffs auf ein anderes Gebäude sein.', ' Guten Abend, meine Damen und Herren, ich begrüße Sie zur Tagesschau. Israel hat auch heute seine Vergeltungsschläge im Gazastreifen fortgesetzt. Der militant-islamistische Hamas feuerte ihrerseits wieder Raketen auf israelisches Gebiet. Premier Netanyahu lud die Vorsitzenden der Oppositionsparteien zu Gesprächen über eine gemeinsame Notstandsregierung ein, möglicherweise um breitere Unterstützung für eine Bodenoffensive im Gazastreifen zu haben. Auf beiden Seiten steigt die Zahl der Toten. Die Palästinenser sprechen von 830 Opfern. Israel beklagt mehr als 900 Tote durch den Terrorangriff der Hamas.']"
330,10,330_flutkatastrophe_gorbachs_weihnachtsfest_wiederaufbau,"['flutkatastrophe', 'gorbachs', 'weihnachtsfest', 'wiederaufbau', 'häuser', 'nahwärmenetzes', 'poppelreuther', 'gastherme', 'containerresidenz', 'schulzki']","[' Bei anderen geht es schneller voran. Doch noch immer ist in Dernau die Hälfte der durch die Flut stark beschädigten Häuser unbewohnbar, sagt der Bürgermeister. Der Wiederaufbau der Infrastruktur mit staatlichen Geldern ist zwar im Gange, doch in seinen Augen geht es deutlich zu langsam.', 'Seit zwei Jahren wohnen die Gorbachs in einer provisorischen Senioreneinrichtung in Dernau. In der von der Flut schwer betroffenen Gemeinde im Ahrtal gibt es beides. Sanierte und neu gebaute Häuser, aber auch noch etliche Baustellen und Übergangslösungen. Viele Menschen hier sind nach wie vor auf provisorische Heizungen angewiesen. Auch der geplante Bau des Nahwärmenetzes dauert länger als gedacht. Für den Bürgermeister von Dernau geht alles viel zu langsam.', ' Es ist das zweite Weihnachtsfest, das Familie Buchholz nicht in ihrem Zuhause im Ahrtal verbringen kann. Das Haus ist noch immer von der Flutkatastrophe gezeichnet. Bis zur Decke stand hier das Wasser. Sanieren oder abreißen und neu bauen, darüber streitet die Familie aus Dernau noch immer mit ihrer Versicherung. Als wäre die Zeit stehen geblieben.']"
331,10,331_hurricane_windgeschwindigkeiten_schäden_roslin,"['hurricane', 'windgeschwindigkeiten', 'schäden', 'roslin', 'fiona', 'florida', 'elektrizität', 'westküste', 'straßen', 'überflutet']","[' Am Morgen nach dem Sturm wird das Ausmaß der Zerstörung sichtbar. Neufundland hat es besonders schwer getroffen. Zwei Frauen wurden hier ins Meer gerissen, nur eine von ihnen konnte gerettet werden. Dabei hatten die Behörden eindringlich gewarnt. Jeder, der aufgefordert wurde, sein Haus zu verlassen. Sie müssen gehen. Mit Windgeschwindigkeiten von bis zu 148 Kilometern pro Stunde war Fiona auf Kanadas Ostküste getroffen. Zwölf Meter hohe Wellen spülten ganze Häuser ins Meer. Der Sturm entwurzelte zahllose Bäume und ließ Strommasten einknicken. Bis zu 500.000 Haushalte waren zeitweise ohne Elektrizität. Zwei oder drei Bäume sind auf das Haus gefallen, eine Stunde später drei weitere. Den betroffenen Provinzen sicherte Kanadas Premierminister schnelle Hilfe zu, auch das Militär solle beim Wiederaufbau zum Einsatz kommen. Die Schäden sind erheblich. Ihre Beseitigung wird eine große Kraftanstrengung. Wir werden jeden Schritt dieses Weges unterstützen. Die Aufräumarbeiten könnten noch Tage dauern. Derweil formt sich in der Karibik bereits der nächste Sturm.', 'Es sind Bilder wie aus einem Katastrophenfilm. Hurricane Ian hat Häuser, Straßen und Brücken zerstört. Gestern Nachmittag stößt der Wirbelsturm auf Land mit Windgeschwindigkeiten von bis zu 240 Kilometern pro Stunde.', ' Myrtle Beach, South Carolina. Mit Windgeschwindigkeiten von 140 km pro Stunde traf Hurricane Ian gestern Nachmittag hier erneut auf Land. Straßen wurden überflutet, ein Pier brach zusammen. 500.000 Haushalte waren ohne Strom. Unterdessen wird in Florida nach und nach das Ausmaß der Schäden sichtbar. Nach Angaben der Behörden wird der Wiederaufbau zum Teil Jahre dauern. Versicherer rechnen mit Kosten von bis zu 47 Mrd. Dollar. 10.000 Menschen werden noch immer vermisst. Viele werden auf den Dächern ihrer Häuser vermutet. Andere wollen zurück, um nach dem Rechten zu sehen. Besonders verwüstete Gebiete hat die Polizei aus Sicherheitsgründen abgesperrt. Wir halten die öffentliche Sicherheit und Ordnung aufrecht. Denken Sie gar nicht erst an Plünderungen. Denken Sie nicht daran, Menschen auszunutzen, die in einer Notsituation sind. Am Wochenende soll sich Ian nach Berechnungen von Meteorologen über Virginia auflösen.']"
